model,dataset,seed,n_train,n_test,n_features,fit_time_sec,predict_time_sec,total_time_sec,tuning_time_sec,total_wall_time_sec,throughput_rows_per_sec,ms_per_test_row,peak_memory_mb,memory_delta_mb,gpu_memory_mb,error,roc_auc,avg_precision,f1_macro,brier_score,log_loss_val,sensitivity,specificity,ppv,ece_10,ece_15,max_calibration_error,pr_auc,optimal_threshold,optimal_tpr,optimal_fpr,precision_class_0,precision_class_1,recall_class_0,recall_class_1,f1_class_0,f1_class_1,balanced_accuracy,matthews_corrcoef,demographic_parity,tpr_overall,fpr_overall,f1_weighted,accuracy
MLP,diabetes,4,614,154,8,5.580284926999411,0.0031777520007381,5.583462679000149,5.429800821999379,11.013263500999528,48461.91631767157,0.0206347532515461,2942.26953125,0.0,210.93603515625,,0.8246296296296296,0.7129160790361104,0.6745169082125604,0.162728726863861,0.4848741888999939,0.4629629629629629,0.87,0.6578947368421053,0.0791136810991477,0.1169863486928599,0.6133206486701965,0.7095331309169766,0.3,0.8703703703703703,0.3,0.75,0.6578947368421053,0.87,0.4629629629629629,0.8055555555555556,0.5434782608695652,0.6664814814814815,0.3685292934841753,0.2467532467532467,0.4629629629629629,0.13,0.7136583223539745,0.7272727272727273
SAP-RPT-1,diabetes,4,614,154,8,2.866832120000254,0.2233567479997873,3.090188868000041,0.0,3.090188868000041,689.4799494066178,1.4503684935051124,2942.23046875,-0.0390625,595.490234375,,0.8261111111111111,0.6840474744347743,0.7038461538461538,0.1646533608436584,0.4895507097244262,0.5555555555555556,0.84,0.6521739130434783,0.0750283402959247,0.0926052191621297,0.2802633312013414,0.6790990631977211,0.3,0.8518518518518519,0.3,0.7777777777777778,0.6521739130434783,0.84,0.5555555555555556,0.8076923076923077,0.6,0.6977777777777778,0.4123951744684367,0.2987012987012987,0.5555555555555556,0.16,0.7348651348651349,0.7402597402597403
SAP-RPT-1,spambase,0,3680,921,57,11.518439342999043,11.79021659099999,23.308655933999034,0.0,23.308655933999034,78.11561329797162,12.801538100977188,2976.7578125,9.09765625,595.490234375,,0.9892176900974554,0.9840379676998584,0.9475564468211528,0.0368453711271286,0.1319630891084671,0.928374655647383,0.96415770609319,0.9439775910364144,0.0164216831569174,0.0204992022175224,0.5496213436126709,0.9840222573152676,0.039426523297491,0.9476584022038568,0.039426523297491,0.953900709219858,0.9439775910364144,0.96415770609319,0.928374655647383,0.9590017825311944,0.9361111111111112,0.9462661808702864,0.8952013404164129,0.3876221498371335,0.928374655647383,0.03584229390681,0.9499797263688812,0.9500542888165038
TabPFN,spambase,1,3680,921,57,0.6500299700001051,3.5410726579993934,4.1911026279994985,0.0,4.1911026279994985,260.09068118366383,3.844812875135063,2975.6640625,0.0,210.93603515625,,0.9912418416817244,0.984311877513477,0.9556027721847083,0.0316748134791851,0.116850197315216,0.9421487603305784,0.967741935483871,0.95,0.0125423089937831,0.020262349012685,0.3153871181938383,0.9842801489733168,0.0663082437275985,0.9834710743801652,0.0663082437275985,0.962566844919786,0.95,0.967741935483871,0.9421487603305784,0.96514745308311,0.946058091286307,0.9549453479072249,0.911227787932996,0.3908794788273615,0.9421487603305784,0.032258064516129,0.9576236329612432,0.9576547231270358
XGBoost,spambase,1,3680,921,57,39.24033572999906,0.0084417839989328,39.24877751399799,38.57486831200004,77.82364582599803,109100.1488567206,0.0091658892496555,2975.6640625,0.0,210.93603515625,,0.9878600274494704,0.9804430721395956,0.944218867616685,0.0384818725287914,0.1349455118179321,0.928374655647383,0.9587813620071683,0.9361111111111112,0.0143169452973219,0.020538945129216,0.3436933954556783,0.9804041409460356,0.0197132616487455,0.9118457300275482,0.0197132616487455,0.9536541889483066,0.9361111111111112,0.9587813620071683,0.928374655647383,0.9562109025915996,0.9322268326417704,0.9435780088272756,0.8884597009701227,0.3908794788273615,0.928374655647383,0.0412186379928315,0.9467578978231002,0.9467969598262758
LightGBM,spambase,1,3680,921,57,566.6933936749992,0.0058373480005684,566.6992310229998,566.1269628000009,1132.8261938230007,157777.10051434493,0.0063380542894337,2975.64453125,-0.01953125,210.93603515625,,0.9847694935671476,0.9771695484981008,0.9335365550191608,0.0474660165065332,0.1839498942795649,0.8980716253443526,0.9623655913978496,0.9394812680115274,0.058112260179416,0.0644069383813832,0.3175708188251845,0.9771305764368804,0.068100358422939,0.9449035812672176,0.068100358422939,0.9355400696864112,0.9394812680115274,0.9623655913978496,0.8980716253443526,0.9487632508833922,0.9183098591549296,0.930218608371101,0.8676986368543245,0.3767643865363735,0.8980716253443526,0.0376344086021505,0.9367604482803176,0.9370249728555916
CatBoost,spambase,1,3680,921,57,123.12219039699994,0.0044270250000408,123.12661742199998,121.6262241860004,244.7528416080004,208040.3413016988,0.0048067589576991,2977.4375,1.79296875,210.93603515625,,0.9858605606406192,0.9789445547804272,0.9487724294438944,0.0400873458242357,0.1527867461450887,0.9338842975206612,0.9623655913978496,0.9416666666666668,0.0244185693470419,0.0254917997889272,0.5571313742233218,0.9789020371971634,0.028673835125448,0.928374655647383,0.028673835125448,0.9572192513368984,0.9416666666666668,0.9623655913978496,0.9338842975206612,0.9597855227882036,0.9377593360995852,0.9481249444592552,0.897566935755272,0.3908794788273615,0.9338842975206612,0.0376344086021505,0.9511041918783574,0.9511400651465798
MLP,spambase,1,3680,921,57,33.83052807600143,0.0040852160000213,33.83461329200145,32.93101762900005,66.7656309210015,225447.02031622644,0.0044356308360709,2977.54296875,0.05859375,210.93603515625,,0.9809631011977054,0.9713114351386528,0.9299126106401692,0.0510356202721595,0.1888037472963333,0.8870523415977961,0.96415770609319,0.9415204678362572,0.0326756277525075,0.0371398151104907,0.4598521590232849,0.9712642826452592,0.0770609318996415,0.9476584022038568,0.0770609318996415,0.929188255613126,0.9415204678362572,0.96415770609319,0.8870523415977961,0.9463500439753738,0.9134751773049644,0.925605023845493,0.860904183990476,0.3713355048859935,0.8870523415977961,0.03584229390681,0.93339284896847,0.9337676438653636
SAP-RPT-1,spambase,1,3680,921,57,11.270194810000248,11.900790013000003,23.170984823000254,0.0,23.170984823000254,77.38982024861728,12.92159610532031,2968.65234375,-9.015625,595.490234375,,0.9892176900974554,0.9840379676998584,0.9475564468211528,0.0368453711271286,0.1319630891084671,0.928374655647383,0.96415770609319,0.9439775910364144,0.0164216831569174,0.0204992022175224,0.5496213436126709,0.9840222573152676,0.039426523297491,0.9476584022038568,0.039426523297491,0.953900709219858,0.9439775910364144,0.96415770609319,0.928374655647383,0.9590017825311944,0.9361111111111112,0.9462661808702864,0.8952013404164129,0.3876221498371335,0.928374655647383,0.03584229390681,0.9499797263688812,0.9500542888165038
TabPFN,spambase,2,3680,921,57,0.6136437339991971,3.5069267399994715,4.120570473998669,0.0,4.120570473998669,262.6231079288288,3.807738045602032,2967.90234375,0.0,210.93603515625,,0.9912418416817244,0.984311877513477,0.9556027721847083,0.0316748134791851,0.116850197315216,0.9421487603305784,0.967741935483871,0.95,0.0125423089937831,0.020262349012685,0.3153871181938383,0.9842801489733168,0.0663082437275985,0.9834710743801652,0.0663082437275985,0.962566844919786,0.95,0.967741935483871,0.9421487603305784,0.96514745308311,0.946058091286307,0.9549453479072249,0.911227787932996,0.3908794788273615,0.9421487603305784,0.032258064516129,0.9576236329612432,0.9576547231270358
XGBoost,spambase,2,3680,921,57,25.309269398998367,0.0066938069994648,25.315963205997832,25.005807330000607,50.32177053599844,137589.84423718587,0.007267977198116,2967.90234375,0.0,210.93603515625,,0.9873515210758612,0.979159547270637,0.9464429545148044,0.0381917655467987,0.1359997689723968,0.928374655647383,0.9623655913978496,0.9413407821229052,0.0135803753661798,0.0167728873054687,0.2794320384661357,0.9791073630556166,0.046594982078853,0.9449035812672176,0.046594982078853,0.9538188277087034,0.9413407821229052,0.9623655913978496,0.928374655647383,0.9580731489741302,0.9348127600554784,0.9453701235226162,0.8929471944109129,0.3887079261672095,0.928374655647383,0.0376344086021505,0.9489053735371372,0.9489685124864278
LightGBM,spambase,2,3680,921,57,289.03194178800004,0.003406403999179,289.0353481919992,288.89974690800045,577.9350950999997,270373.01795352314,0.0036985928329848,2967.90234375,0.0,210.93603515625,,0.986349319193894,0.9791407526141852,0.9441639313026684,0.0415226509628453,0.1448003934453154,0.9256198347107438,0.9605734767025088,0.9385474860335196,0.0259050923695156,0.0224420728009657,0.4498306892912828,0.9791005022968514,0.039426523297491,0.928374655647383,0.039426523297491,0.9520426287744228,0.9385474860335196,0.9605734767025088,0.9256198347107438,0.9562890276538804,0.9320388349514565,0.9430966557066264,0.8883889930394001,0.3887079261672095,0.9256198347107438,0.039426523297491,0.9467311341131855,0.9467969598262758
CatBoost,spambase,2,3680,921,57,124.59237923699948,0.0052819349984929,124.59766117199796,121.58417743099926,246.18183860299723,174367.88334102917,0.0057349999983636,2974.203125,6.30078125,210.93603515625,,0.9866331941112,0.9801071768860604,0.9497355547396727,0.0376611626049628,0.1360600360094994,0.9256198347107438,0.9695340501792116,0.9518413597733713,0.0106823962237196,0.0167457983039607,0.3735644147517254,0.9800737651150156,0.0197132616487455,0.9201101928374656,0.0197132616487455,0.9524647887323944,0.9518413597733713,0.9695340501792116,0.9256198347107438,0.960923623445826,0.9385474860335196,0.9475769424449776,0.8997183792525352,0.3832790445168295,0.9256198347107438,0.0304659498207885,0.9521043640748518,0.9522258414766558
MLP,spambase,2,3680,921,57,35.50254072799908,0.0059020129992859,35.50844274099836,34.283606488999794,69.79204922999816,156048.42687791443,0.0064082660144255,2974.3125,0.09375,210.93603515625,,0.9797732950225618,0.9687955888601112,0.931925692322854,0.0525181256234645,0.1945544481277465,0.9228650137741048,0.942652329749104,0.9128065395095368,0.0322312618950614,0.037217527791255,0.3253435889879862,0.9687307520143064,0.0448028673835125,0.9118457300275482,0.0448028673835125,0.9494584837545126,0.9128065395095368,0.942652329749104,0.9228650137741048,0.946043165467626,0.9178082191780822,0.9327586717616044,0.8638896528773091,0.3984799131378936,0.9228650137741048,0.057347670250896,0.934914733868164,0.9348534201954396
SAP-RPT-1,spambase,2,3680,921,57,11.995999255999775,11.976821767000729,23.972821023000503,0.0,23.972821023000503,76.89853099932546,13.004149584148456,2974.98828125,-0.0234375,595.490234375,,0.9892176900974554,0.9840379676998584,0.9475564468211528,0.0368453711271286,0.1319630891084671,0.928374655647383,0.96415770609319,0.9439775910364144,0.0164216831569174,0.0204992022175224,0.5496213436126709,0.9840222573152676,0.039426523297491,0.9476584022038568,0.039426523297491,0.953900709219858,0.9439775910364144,0.96415770609319,0.928374655647383,0.9590017825311944,0.9361111111111112,0.9462661808702864,0.8952013404164129,0.3876221498371335,0.928374655647383,0.03584229390681,0.9499797263688812,0.9500542888165038
TabPFN,spambase,3,3680,921,57,0.6405661140015582,3.529406841000309,4.169972955001867,0.0,4.169972955001867,260.9503639648464,3.83214640716646,2971.92578125,0.0,210.93603515625,,0.9912418416817244,0.984311877513477,0.9556027721847083,0.0316748134791851,0.116850197315216,0.9421487603305784,0.967741935483871,0.95,0.0125423089937831,0.020262349012685,0.3153871181938383,0.9842801489733168,0.0663082437275985,0.9834710743801652,0.0663082437275985,0.962566844919786,0.95,0.967741935483871,0.9421487603305784,0.96514745308311,0.946058091286307,0.9549453479072249,0.911227787932996,0.3908794788273615,0.9421487603305784,0.032258064516129,0.9576236329612432,0.9576547231270358
XGBoost,spambase,3,3680,921,57,33.845338660999914,0.0063496980001218,33.85168835900004,33.52940864700031,67.38109700600035,145046.24549641242,0.0068943517916632,2971.92578125,0.0,210.93603515625,,0.9874206384470314,0.9812765179009596,0.940889836784265,0.0389658994972705,0.1370729953050613,0.928374655647383,0.953405017921147,0.928374655647383,0.0142712890333319,0.0149858697488434,0.3413980801900228,0.9812455767705738,0.032258064516129,0.928374655647383,0.032258064516129,0.953405017921147,0.928374655647383,0.953405017921147,0.928374655647383,0.953405017921147,0.928374655647383,0.940889836784265,0.8817796735685298,0.3941368078175896,0.928374655647383,0.046594982078853,0.9435396308360476,0.9435396308360476
LightGBM,spambase,3,3680,921,57,577.2568221860001,0.0053698090014222,577.2621919950016,576.6269468760001,1153.8891388710017,171514.44832425407,0.0058304115107733,2971.91015625,-0.01953125,210.93603515625,,0.987247845019106,0.9804603082446928,0.9476083300356154,0.0379065427564511,0.1350948076616848,0.931129476584022,0.9623655913978496,0.9415041782729804,0.0103078886440449,0.0163582408956097,0.3742456504867936,0.98042454156001,0.053763440860215,0.953168044077135,0.053763440860215,0.9555160142348754,0.9415041782729804,0.9623655913978496,0.931129476584022,0.9589285714285716,0.9362880886426592,0.9467475339909356,0.895255895197523,0.3897937024972855,0.931129476584022,0.0376344086021505,0.9500051238158832,0.9500542888165038
CatBoost,spambase,3,3680,921,57,125.86718203999952,0.0049984920005954,125.87218053200012,124.26731575299893,250.13949628499904,184255.53459618488,0.0054272443003207,2969.16796875,-2.7421875,210.93603515625,,0.986490022413776,0.9792711695688512,0.947659593393886,0.0396212065548664,0.1409307421847739,0.9338842975206612,0.9605734767025088,0.9390581717451524,0.0099106250346053,0.0190852480359385,0.340698334703049,0.9792322414844714,0.0412186379928315,0.9366391184573004,0.0412186379928315,0.9571428571428572,0.9390581717451524,0.9605734767025088,0.9338842975206612,0.958855098389982,0.93646408839779,0.947228887111585,0.895328977279125,0.3919652551574376,0.9338842975206612,0.039426523297491,0.9500299771878478,0.9500542888165038
MLP,spambase,3,3680,921,57,29.493767043000844,0.0047432649989787,29.498510307999823,28.593955214000744,58.092465522000566,194170.0086392593,0.005150124863169,2969.26171875,0.01953125,210.93603515625,,0.9810692457320024,0.965752148084352,0.9340694333362956,0.0494965873658657,0.1992491036653518,0.9201101928374656,0.9480286738351256,0.9201101928374656,0.0359527478247363,0.0314312554272973,0.4355282584826151,0.9653217399208012,0.0376344086021505,0.9146005509641874,0.0376344086021505,0.9480286738351256,0.9201101928374656,0.9480286738351256,0.9201101928374656,0.9480286738351256,0.9201101928374656,0.9340694333362956,0.868138866672591,0.3941368078175896,0.9201101928374656,0.0519713261648745,0.9370249728555916,0.9370249728555916
SAP-RPT-1,spambase,3,3680,921,57,11.254638247000912,11.921381185000428,23.17601943200134,0.0,23.17601943200134,77.25614890005808,12.943953512486893,2973.734375,4.47265625,595.490234375,,0.9892176900974554,0.9840379676998584,0.9475564468211528,0.0368453711271286,0.1319630891084671,0.928374655647383,0.96415770609319,0.9439775910364144,0.0164216831569174,0.0204992022175224,0.5496213436126709,0.9840222573152676,0.039426523297491,0.9476584022038568,0.039426523297491,0.953900709219858,0.9439775910364144,0.96415770609319,0.928374655647383,0.9590017825311944,0.9361111111111112,0.9462661808702864,0.8952013404164129,0.3876221498371335,0.928374655647383,0.03584229390681,0.9499797263688812,0.9500542888165038
TabPFN,spambase,4,3680,921,57,0.6472664430002624,3.52224929699878,4.169515739999042,0.0,4.169515739999042,261.4806398068644,3.824374915308121,2972.98046875,0.0,210.93603515625,,0.9912418416817244,0.984311877513477,0.9556027721847083,0.0316748134791851,0.116850197315216,0.9421487603305784,0.967741935483871,0.95,0.0125423089937831,0.020262349012685,0.3153871181938383,0.9842801489733168,0.0663082437275985,0.9834710743801652,0.0663082437275985,0.962566844919786,0.95,0.967741935483871,0.9421487603305784,0.96514745308311,0.946058091286307,0.9549453479072249,0.911227787932996,0.3908794788273615,0.9421487603305784,0.032258064516129,0.9576236329612432,0.9576547231270358
XGBoost,spambase,4,3680,921,57,42.949009881000165,0.0075249879992043,42.95653486899937,42.31156123300025,85.26809610199962,122392.2055032088,0.008170453853642,2972.98046875,0.0,210.93603515625,,0.9872626558843568,0.9806758064269046,0.945276292335116,0.0385857447981834,0.1361188888549804,0.9256198347107438,0.9623655913978496,0.9411764705882352,0.0145576452810102,0.0239367303291859,0.6332747340202332,0.9806411191631436,0.057347670250896,0.953168044077135,0.057347670250896,0.952127659574468,0.9411764705882352,0.9623655913978496,0.9256198347107438,0.9572192513368984,0.9333333333333332,0.9439927130542968,0.8906408078833432,0.3876221498371335,0.9256198347107438,0.0376344086021505,0.9478049318631806,0.9478827361563518
LightGBM,spambase,4,3680,921,57,381.9671726339984,0.0070799960012664,381.9742526299997,381.5144179360013,763.488670566001,130084.80086012176,0.0076872920752078,2977.07421875,4.09375,210.93603515625,,0.9811803272213828,0.9754660942738618,0.944218867616685,0.0467144971079475,0.3431603735384516,0.928374655647383,0.9587813620071683,0.9361111111111112,0.0449732289586329,0.0473884168953437,0.924595798729699,0.9764027236609112,0.0412186379928315,0.9421487603305784,0.0412186379928315,0.9536541889483066,0.9361111111111112,0.9587813620071683,0.928374655647383,0.9562109025915996,0.9322268326417704,0.9435780088272756,0.8884597009701227,0.3908794788273615,0.928374655647383,0.0412186379928315,0.9467578978231002,0.9467969598262758
CatBoost,spambase,4,3680,921,57,122.0762896640008,0.005018891999498,122.0813085560003,120.73075384799996,242.81206240400024,183506.6019722115,0.0054493941362627,2977.59375,0.51953125,210.93603515625,,0.9865344550095284,0.9777753147965076,0.9510010009390764,0.0372481777380286,0.1361304702539419,0.9338842975206612,0.9659498207885304,0.946927374301676,0.0151572033883582,0.0187251110586402,0.3229330070831686,0.9777153607112816,0.021505376344086,0.9256198347107438,0.021505376344086,0.9573712255772646,0.946927374301676,0.9659498207885304,0.9338842975206612,0.9616413916146298,0.9403606102635228,0.9499170591545958,0.9020635971539384,0.3887079261672095,0.9338842975206612,0.0340501792114695,0.9532538523850403,0.9533116178067318
